Diferença,Vitória melhor Elo,Vitória pior Elo,Empate,Elo igual,Total de jogos,Vitória melhor Elo (%),Vitória pior Elo (%),Elo igual (%),Empate (%)
17.37999999999988,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
100.03999999999996,0.0,1.0,1.0,0.0,2.0,0.0,50.0,0.0,50.0
20.529999999999973,1.0,2.0,1.0,0.0,4.0,25.0,50.0,0.0,25.0
17.049999999999955,0.0,2.0,1.0,0.0,3.0,0.0,66.66666666666666,0.0,33.33333333333333
26.54000000000019,0.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
37.74000000000001,1.0,1.0,0.0,0.0,2.0,50.0,50.0,0.0,0.0
83.62999999999988,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
1.0899999999999181,0.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
80.07999999999993,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
35.01999999999998,1.0,2.0,1.0,0.0,4.0,25.0,50.0,0.0,25.0
88.87000000000012,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
78.31999999999994,0.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
59.94999999999982,0.0,1.0,1.0,0.0,2.0,0.0,50.0,0.0,50.0
96.19999999999982,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
3.990000000000009,0.0,2.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0
59.06000000000017,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
5.7000000000000455,2.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0
11.099999999999909,1.0,1.0,0.0,0.0,2.0,50.0,50.0,0.0,0.0
81.79999999999995,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
40.399999999999864,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
44.960000000000036,0.0,1.0,1.0,0.0,2.0,0.0,50.0,0.0,50.0
14.75,1.0,1.0,1.0,0.0,3.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333
5.4099999999998545,0.0,2.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0
15.039999999999964,2.0,0.0,1.0,0.0,3.0,66.66666666666666,0.0,0.0,33.33333333333333
38.99000000000001,2.0,0.0,1.0,0.0,3.0,66.66666666666666,0.0,0.0,33.33333333333333
